row,col,x,y,land surface temperature
726,129,594975.0,3358905.0,315.67633
81,1089,623775.0,3378255.0,318.58847
1494,686,611685.0,3335865.0,323.40106
1278,1494,635925.0,3342345.0,316.565
1259,725,612855.0,3342915.0,320.29065
1111,138,595245.0,3347355.0,319.1388
1246,130,595005.0,3343305.0,318.9884
83,1330,631005.0,3378195.0,317.9835
281,731,613035.0,3372255.0,322.67642
1576,1758,643845.0,3333405.0,318.4415
25,73,593295.0,3379935.0,311.7832
767,1145,625455.0,3357675.0,319.49426
601,910,618405.0,3362655.0,318.96448
1009,533,607095.0,3350415.0,316.05914
1182,1001,621135.0,3345225.0,324.44012
712,1101,624135.0,3359325.0,325.35617
1019,305,600255.0,3350115.0,314.63382
503,1318,630645.0,3365595.0,316.28473
1224,464,605025.0,3343965.0,316.80084
1354,329,600975.0,3340065.0,317.70663
955,1600,639105.0,3352035.0,317.86044
537,1589,638775.0,3364575.0,320.18127
525,931,619035.0,3364935.0,320.67004
1508,1006,621285.0,3335445.0,317.29306
507,1392,632865.0,3365475.0,320.31116
281,1433,634095.0,3372255.0,322.39957
1109,963,619995.0,3347415.0,324.5324
509,117,594615.0,3365415.0,320.35217
626,366,602085.0,3361905.0,317.80917
1385,369,602175.0,3339135.0,316.9581
1615,621,609735.0,3332235.0,319.07043
398,475,605355.0,3368745.0,313.32474
1538,322,600765.0,3334545.0,315.6695
398,505,606255.0,3368745.0,314.9449
1102,1764,644025.0,3347625.0,313.66995
143,1727,642915.0,3376395.0,319.49768
15,1357,631815.0,3380235.0,323.278
620,1129,624975.0,3362085.0,325.78
447,1416,633585.0,3367275.0,322.41324
1231,1067,623115.0,3343755.0,322.79947
471,547,607515.0,3366555.0,313.05472
802,1411,633435.0,3356625.0,321.6271
1441,86,593685.0,3337455.0,319.29602
1337,243,598395.0,3340575.0,317.22128
1448,1361,631935.0,3337245.0,318.1544
1643,1047,622515.0,3331395.0,323.32245
1085,1554,637725.0,3348135.0,313.44778
288,936,619185.0,3372045.0,319.8429
1535,770,614205.0,3334635.0,320.56067
740,1637,640215.0,3358485.0,324.3991
169,695,611955.0,3375615.0,320.18127
1056,904,618225.0,3349005.0,325.56467
1459,56,592785.0,3336915.0,322.24918
991,1625,639855.0,3350955.0,316.68805
1499,1534,637125.0,3335715.0,321.4733
1524,1571,638235.0,3334965.0,323.2541
1542,1408,633345.0,3334425.0,321.2238
1377,148,595545.0,3339375.0,318.3663
174,1709,642375.0,3375465.0,320.06506
856,1584,638625.0,3355005.0,320.88196
1580,1550,637605.0,3333285.0,322.7892
313,769,614175.0,3371295.0,323.62665
1299,1289,629775.0,3341715.0,327.01047
1408,1402,633165.0,3338445.0,327.0139
1452,1543,637395.0,3337125.0,323.17206
307,1441,634335.0,3371475.0,324.02997
843,1273,629295.0,3355395.0,321.9484
580,1028,621945.0,3363285.0,322.80972
947,1332,631065.0,3352275.0,318.77646
330,238,598245.0,3370785.0,319.05334
1166,752,613665.0,3345705.0,314.75003
657,840,616305.0,3360975.0,319.50452
1146,831,616035.0,3346305.0,314.79788
925,84,593625.0,3352935.0,319.63782
1163,488,605745.0,3345795.0,324.17694
886,503,606195.0,3354105.0,320.2599
813,1078,623445.0,3356295.0,322.47818
1669,536,607185.0,3330615.0,324.85028
1571,1281,629535.0,3333555.0,318.66025
1009,1567,638115.0,3350415.0,313.27005
708,294,599925.0,3359445.0,316.4112
1078,695,611955.0,3348345.0,314.9688
581,579,608475.0,3363255.0,312.58643
1491,1117,624615.0,3335955.0,323.96844
1103,1508,636345.0,3347595.0,320.61536
1069,1083,623595.0,3348615.0,323.9992
1660,135,595155.0,3330885.0,319.43958
1513,1617,639615.0,3335295.0,323.6745
1467,895,617955.0,3336675.0,323.32928
696,582,608565.0,3359805.0,320.318
649,481,605535.0,3361215.0,315.75494
634,1640,640305.0,3361665.0,324.92548
1640,1036,622185.0,3331485.0,324.3615
461,1308,630345.0,3366855.0,322.33804
107,1509,636375.0,3377475.0,323.1208
665,315,600555.0,3360735.0,320.99136
1352,1393,632895.0,3340125.0,320.8717
1301,1295,629955.0,3341655.0,326.83957
106,86,593685.0,3377505.0,316.75983
657,452,604665.0,3360975.0,314.67142
1013,147,595515.0,3350295.0,319.1217
169,805,615255.0,3375615.0,322.35513
1594,156,595785.0,3332865.0,319.7882
625,1297,630015.0,3361935.0,323.57538
1385,577,608415.0,3339135.0,319.06702
841,118,594645.0,3355455.0,318.07578
469,848,616545.0,3366615.0,320.36926
558,51,592635.0,3363945.0,326.59006
725,1633,640095.0,3358935.0,321.14517
771,750,613605.0,3357555.0,319.0807
1284,1308,630345.0,3342165.0,324.4162
1096,1519,636675.0,3347805.0,324.58368
86,81,593535.0,3378105.0,314.90045
323,185,596655.0,3370995.0,318.004
393,1462,634965.0,3368895.0,323.3703
1238,1408,633345.0,3343545.0,319.26184
356,1501,636135.0,3370005.0,323.16522
1258,698,612045.0,3342945.0,324.1906
677,1676,641385.0,3360375.0,321.09048
805,1028,621945.0,3356535.0,320.25647
1358,1242,628365.0,3339945.0,325.3972
1048,1668,641145.0,3349245.0,321.32632
333,253,598695.0,3370695.0,319.10803
264,386,602685.0,3372765.0,314.32278
155,543,607395.0,3376035.0,320.91272
1654,220,597705.0,3331065.0,319.1764
269,710,612405.0,3372615.0,321.99966
207,1709,642375.0,3374475.0,324.75458
306,1740,643305.0,3371505.0,322.07144
173,193,596895.0,3375495.0,313.57083
1110,1559,637875.0,3347385.0,321.9894
306,1335,631155.0,3371505.0,323.8864
1625,1056,622785.0,3331935.0,326.19357
1032,114,594525.0,3349725.0,322.33804
799,567,608115.0,3356715.0,317.90146
1212,285,599655.0,3344325.0,322.0441
1428,58,592845.0,3337845.0,323.97186
1619,167,596115.0,3332115.0,316.56158
375,1374,632325.0,3369435.0,320.93665
745,401,603135.0,3358335.0,316.00104
1094,518,606645.0,3347865.0,320.47864
132,860,616905.0,3376725.0,320.74866
1321,1492,635865.0,3341055.0,321.00504
1317,1169,626175.0,3341175.0,323.07294
1353,237,598215.0,3340095.0,321.56216
949,184,596625.0,3352215.0,316.377
1077,1547,637515.0,3348375.0,315.2696
485,1690,641805.0,3366135.0,321.44937
1434,1429,633975.0,3337665.0,319.28918
1221,1112,624465.0,3344055.0,319.91467
539,1573,638295.0,3364515.0,321.8732
1497,63,592995.0,3335775.0,319.79163
341,1709,642375.0,3370455.0,318.86533
1167,1153,625695.0,3345675.0,320.57092
1360,1055,622755.0,3339885.0,316.10358
645,301,600135.0,3361335.0,315.71393
79,1462,634965.0,3378315.0,319.56946
110,675,611355.0,3377385.0,323.38397
1381,809,615375.0,3339255.0,323.54803
1292,1269,629175.0,3341925.0,323.20282
1522,931,619035.0,3335025.0,324.32733
323,909,618375.0,3370995.0,323.09686
869,1227,627915.0,3354615.0,321.65103
348,1165,626055.0,3370245.0,325.11008
640,1606,639285.0,3361485.0,316.7154
1607,127,594915.0,3332475.0,321.3605
1623,758,613845.0,3331995.0,320.68713
330,1595,638955.0,3370785.0,321.8185
1546,1464,635025.0,3334305.0,326.07053
101,302,600165.0,3377655.0,318.192
1106,1608,639345.0,3347505.0,326.43283
652,1017,621615.0,3361125.0,324.15985
1345,157,595815.0,3340335.0,317.5084
1493,213,597495.0,3335895.0,322.17056
1029,1063,622995.0,3349815.0,323.56854
1588,1227,627915.0,3333045.0,323.33954
1191,1629,639975.0,3344955.0,325.16818
578,1473,635295.0,3363345.0,314.93805
1379,727,612915.0,3339315.0,318.69443
1213,1157,625815.0,3344295.0,327.07883
1514,684,611625.0,3335265.0,318.8038
1583,1477,635415.0,3333195.0,322.38248
494,5,591255.0,3365865.0,316.4522
253,30,592005.0,3373095.0,317.2247
278,1661,640935.0,3372345.0,323.00113
899,1457,634815.0,3353715.0,314.39456
499,604,609225.0,3365715.0,313.7144
740,1373,632295.0,3358485.0,324.25897
543,837,616215.0,3364395.0,313.29056
1523,556,607785.0,3334995.0,318.9508
135,872,617265.0,3376635.0,318.46542
354,1517,636615.0,3370065.0,325.41428
207,1142,625365.0,3374475.0,322.92593
1142,927,618915.0,3346425.0,322.47818
1019,190,596805.0,3350115.0,319.2926
1649,931,619035.0,3331215.0,319.89075
438,894,617925.0,3367545.0,324.59735
216,1534,637125.0,3374205.0,319.7096
1185,424,603825.0,3345135.0,318.6705
193,496,605985.0,3374895.0,313.75882
1369,1733,643095.0,3339615.0,325.5134
74,130,595005.0,3378465.0,312.24463
1610,1737,643215.0,3332385.0,315.8233
1090,1625,639855.0,3347985.0,322.9977
1581,488,605745.0,3333255.0,316.16168
205,354,601725.0,3374535.0,316.16168
320,1297,630015.0,3371085.0,326.0466
1145,512,606465.0,3346335.0,321.36392
1471,337,601215.0,3336555.0,317.7169
413,1210,627405.0,3368295.0,321.86636
966,660,610905.0,3351705.0,315.3072
58,1735,643155.0,3378945.0,324.61786
1350,1187,626715.0,3340185.0,318.71152
1039,1527,636915.0,3349515.0,316.524
1395,264,599025.0,3338835.0,317.28964
672,1035,622155.0,3360525.0,324.4948
1646,158,595845.0,3331305.0,315.90875
976,1014,621525.0,3351405.0,320.46838
1052,1154,625725.0,3349125.0,324.10516
574,107,594315.0,3363465.0,318.44833
419,1476,635385.0,3368115.0,322.87125
1489,1224,627825.0,3336015.0,321.67154
1167,220,597705.0,3345675.0,318.99182
