row,col,x,y,lst
1613,1433,634095.0,3332295.0,324.31366
1589,1429,633975.0,3333015.0,322.4987
1574,1445,634455.0,3333465.0,326.94553
1517,1440,634305.0,3335175.0,321.39127
1558,1465,635055.0,3333945.0,327.27368
1531,1506,636285.0,3334755.0,324.0915
1115,1578,638445.0,3347235.0,318.27402
1097,1622,639765.0,3347775.0,324.13934
1158,1617,639615.0,3345945.0,322.2355
1139,1582,638565.0,3346515.0,320.1095
1174,1618,639645.0,3345465.0,321.72623
1052,1635,640155.0,3349125.0,322.01334
1106,1609,639375.0,3347505.0,326.1423
1117,1631,640035.0,3347175.0,328.10425
1162,1580,638505.0,3345825.0,314.55862
1054,1642,640365.0,3349065.0,324.27606
1110,1567,638115.0,3347385.0,319.71985
1116,1583,638595.0,3347205.0,316.71198
1136,1659,640875.0,3346605.0,323.10712
1087,1573,638295.0,3348075.0,318.92343
1104,1597,639015.0,3347565.0,324.27264
1062,1632,640065.0,3348825.0,319.5968
1114,1583,638595.0,3347265.0,316.6402
1134,1666,641085.0,3346665.0,326.26535
1066,1568,638145.0,3348705.0,318.67734
1086,1625,639855.0,3348105.0,320.27014
1144,1551,637635.0,3346365.0,325.71506
1127,1634,640125.0,3346875.0,321.02213
1098,1602,639165.0,3347745.0,327.95728
1122,1598,639045.0,3347025.0,322.01675
1106,1608,639345.0,3347505.0,326.43283
1176,1630,640005.0,3345405.0,318.24667
1120,1604,639225.0,3347085.0,322.31412
1054,1632,640065.0,3349065.0,321.7194
672,992,620865.0,3360525.0,322.28336
707,989,620775.0,3359475.0,324.14276
684,1037,622215.0,3360165.0,325.1887
654,1016,621585.0,3361065.0,324.04706
636,1038,622245.0,3361605.0,326.2175
648,993,620895.0,3361245.0,321.4904
686,1033,622095.0,3360105.0,327.77954
663,963,619995.0,3360795.0,320.11975
606,1030,622005.0,3362505.0,323.07977
660,1033,622095.0,3360885.0,326.238
655,1018,621645.0,3361035.0,324.6452
628,1013,621495.0,3361845.0,320.32483
649,981,620535.0,3361215.0,319.82922
680,954,619725.0,3360285.0,320.42395
650,1007,621315.0,3361185.0,323.00113
671,1047,622515.0,3360555.0,328.25464
1522,247,598515.0,3335025.0,321.569
1492,150,595605.0,3335925.0,320.97083
1439,173,596295.0,3337515.0,323.2575
1442,181,596535.0,3337425.0,322.47818
1480,180,596505.0,3336285.0,324.21796
968,1084,623625.0,3351645.0,318.95764
1011,999,621075.0,3350355.0,324.0163
1020,1011,621435.0,3350085.0,327.5027
1087,1045,622455.0,3348075.0,325.592
1047,1108,624345.0,3349275.0,326.79514
1019,1070,623205.0,3350115.0,321.23404
1029,1063,622995.0,3349815.0,323.56854
1045,1045,622455.0,3349335.0,324.2453
990,1118,624645.0,3350985.0,324.91522
989,1039,622275.0,3351015.0,323.99237
996,1098,624045.0,3350805.0,323.8864
1040,1071,623235.0,3349485.0,324.89813
1643,1200,627105.0,3331395.0,321.92105
1553,1269,629175.0,3334095.0,321.6271
1582,1228,627945.0,3333225.0,322.51236
1560,1193,626895.0,3333885.0,323.18915
1660,1210,627405.0,3330885.0,326.43967
1590,1251,628635.0,3332985.0,322.55338
1565,1231,628035.0,3333735.0,324.53583
1610,1270,629205.0,3332385.0,323.3908
1598,1209,627375.0,3332745.0,328.29224
1636,1278,629445.0,3331605.0,328.67505
1523,1204,627225.0,3334995.0,322.70377
1184,1647,640515.0,3345165.0,316.65045
1223,1688,641745.0,3343995.0,312.43945
1175,1615,639555.0,3345435.0,321.1691
1217,1604,639225.0,3344175.0,319.16956
1188,1625,639855.0,3345045.0,328.19653
1200,1630,640005.0,3344685.0,315.11237
1167,1654,640725.0,3345675.0,322.47818
1138,1629,639975.0,3346545.0,321.89713
1231,1644,640425.0,3343755.0,324.82977
1205,1641,640335.0,3344535.0,312.49414
1168,1627,639915.0,3345645.0,316.10358
1174,1627,639915.0,3345465.0,318.22275
1148,1656,640785.0,3346245.0,325.70822
1127,1636,640185.0,3346875.0,320.1505
1185,1611,639435.0,3345135.0,325.57834
1191,1628,639945.0,3344955.0,326.1628
1201,1601,639135.0,3344655.0,319.6891
1193,1635,640155.0,3344895.0,314.66458
1188,1627,639915.0,3345045.0,328.3811
1205,1611,639435.0,3344535.0,321.82193
1191,1634,640125.0,3344955.0,316.09332
1165,1182,626565.0,3345735.0,322.3517
1266,1152,625665.0,3342705.0,325.13742
1255,1191,626835.0,3343035.0,324.88104
1243,1188,626745.0,3343395.0,323.16522
1212,1227,627915.0,3344325.0,322.1193
1234,1195,626955.0,3343665.0,323.22675
1213,1154,625725.0,3344295.0,326.5046
1177,1147,625515.0,3345375.0,321.19644
1206,1150,625605.0,3344505.0,325.29807
1263,1175,626355.0,3342795.0,320.69055
1202,1180,626505.0,3344625.0,322.72086
1212,1173,626295.0,3344325.0,323.4831
1263,1177,626415.0,3342795.0,320.02747
1284,1154,625725.0,3342165.0,321.77066
1225,1197,627015.0,3343935.0,318.20224
1161,1174,626325.0,3345855.0,323.98895
1209,1173,626295.0,3344415.0,324.18378
1207,1150,625605.0,3344475.0,325.4553
1256,1190,626805.0,3343005.0,325.0554
1159,1138,625245.0,3345915.0,322.3312
1203,1166,626085.0,3344595.0,323.49677
1154,1144,625425.0,3346065.0,321.69888
1249,1158,625845.0,3343215.0,322.31412
1219,1154,625725.0,3344115.0,327.5813
1170,1193,626895.0,3345585.0,314.6885
1215,1186,626685.0,3344235.0,323.2165
1148,1186,626685.0,3346245.0,322.65933
1284,1159,625875.0,3342165.0,324.3786
1213,1164,626025.0,3344295.0,325.028
1190,1087,623715.0,3344985.0,320.9264
1150,1192,626865.0,3346185.0,319.94202
1555,1537,637215.0,3334035.0,324.02655
1541,1494,635925.0,3334455.0,320.8341
1517,1453,634695.0,3335175.0,322.57047
1578,1474,635325.0,3333345.0,323.98212
1572,1419,633675.0,3333525.0,320.98108
1586,1481,635535.0,3333105.0,324.02313
273,1664,641025.0,3372495.0,322.18765
309,1683,641595.0,3371415.0,319.29602
255,1607,639315.0,3373035.0,320.2804
273,1661,640935.0,3372495.0,322.3517
259,1614,639525.0,3372915.0,322.215
274,1720,642705.0,3372465.0,320.97766
264,1680,641505.0,3372765.0,319.57288
278,1657,640815.0,3372345.0,322.87808
236,1674,641325.0,3373605.0,319.23108
670,1349,631575.0,3360585.0,320.51282
725,1379,632475.0,3358935.0,323.5788
753,1394,632925.0,3358095.0,323.04218
738,1372,632265.0,3358545.0,324.9699
698,1387,632715.0,3359745.0,318.1168
718,1385,632655.0,3359145.0,318.24326
747,1370,632205.0,3358275.0,324.23846
758,1385,632655.0,3357945.0,323.20282
767,1359,631875.0,3357675.0,320.9469
756,1305,630255.0,3358005.0,315.68658
737,1378,632445.0,3358575.0,323.87274
776,1392,632865.0,3357405.0,320.44788
764,1369,632175.0,3357765.0,322.86783
739,1444,634425.0,3358515.0,322.52603
765,1415,633555.0,3357735.0,321.0392
736,1387,632715.0,3358605.0,323.77704
339,1488,635745.0,3370515.0,322.15005
305,1558,637845.0,3371535.0,324.39227
354,1496,635985.0,3370065.0,321.798
376,1494,635925.0,3369405.0,322.6149
336,1470,635205.0,3370605.0,321.29898
353,1454,634725.0,3370095.0,324.52216
321,1457,634815.0,3371055.0,323.24725
342,1528,636945.0,3370425.0,322.56705
397,1520,636705.0,3368775.0,315.99078
334,1515,636555.0,3370665.0,324.9289
341,1543,637395.0,3370455.0,320.94006
400,1477,635415.0,3368685.0,323.00113
406,1570,638205.0,3368505.0,327.00705
330,1578,638445.0,3370785.0,324.63495
357,1451,634635.0,3369975.0,323.4831
357,1507,636315.0,3369975.0,325.96457
322,1545,637455.0,3371025.0,324.5871
371,1523,636795.0,3369555.0,325.4211
342,1499,636075.0,3370425.0,324.27948
374,1526,636885.0,3369465.0,323.93085
380,1559,637875.0,3369285.0,322.7482
189,1138,625245.0,3375015.0,321.10074
144,1167,626115.0,3376365.0,318.88242
181,1184,626625.0,3375255.0,319.79846
208,1139,625275.0,3374445.0,323.18915
200,1201,627135.0,3374685.0,324.97333
266,1142,625365.0,3372705.0,324.09833
233,1211,627435.0,3373695.0,323.39423
212,1147,625515.0,3374325.0,326.05344
203,1144,625425.0,3374595.0,324.16327
1156,920,618705.0,3346005.0,322.09537
1169,928,618945.0,3345615.0,323.5617
1120,895,617955.0,3347085.0,323.83173
1135,993,620895.0,3346635.0,318.03476
1169,888,617745.0,3345615.0,325.1511
1134,927,618915.0,3346665.0,322.60806
401,855,616755.0,3368655.0,322.2731
436,894,617925.0,3367605.0,323.7907
438,894,617925.0,3367545.0,324.59735
447,907,618315.0,3367275.0,322.79605
407,873,617295.0,3368475.0,321.88004
440,917,618615.0,3367485.0,322.00308
486,910,618405.0,3366105.0,318.004
392,936,619185.0,3368925.0,320.95374
457,909,618375.0,3366975.0,320.63245
484,938,619245.0,3366165.0,318.63974
401,937,619215.0,3368655.0,320.32483
403,878,617445.0,3368595.0,321.80142
435,899,618075.0,3367635.0,322.74136
412,911,618435.0,3368325.0,319.39856
400,861,616935.0,3368685.0,322.83023
443,885,617655.0,3367395.0,321.14175
404,880,617505.0,3368565.0,322.47476
457,833,616095.0,3366975.0,319.11145
1360,1745,643455.0,3339885.0,326.197
1371,1720,642705.0,3339555.0,319.5421
1353,1703,642195.0,3340095.0,319.0841
1305,1712,642465.0,3341535.0,320.90247
1390,1665,641055.0,3338985.0,316.8316
1432,1734,643125.0,3337725.0,318.18173
1352,1714,642525.0,3340125.0,320.99136
1392,1766,644085.0,3338925.0,317.00595
1344,1761,643935.0,3340365.0,321.74332
1399,1738,643245.0,3338715.0,319.41223
1369,1733,643095.0,3339615.0,325.5134
1379,1774,644325.0,3339315.0,315.43365
1426,1714,642525.0,3337905.0,326.57297
1344,1717,642615.0,3340365.0,318.17148
1334,1684,641625.0,3340665.0,320.31458
1368,1729,642975.0,3339645.0,325.67746
1393,1712,642465.0,3338895.0,325.87912
1408,1720,642705.0,3338445.0,320.1471
1323,1720,642705.0,3340995.0,330.678
1421,1704,642225.0,3338055.0,320.17444
1353,1700,642105.0,3340095.0,319.5797
1434,1760,643905.0,3337665.0,322.22183
1108,1640,640305.0,3347445.0,324.10858
1047,1592,638865.0,3349275.0,314.13138
1138,1673,641295.0,3346545.0,318.83456
1078,1687,641715.0,3348345.0,319.98303
1060,1599,639075.0,3348885.0,313.07523
1076,1675,641355.0,3348405.0,320.91272
1056,1664,641025.0,3349005.0,316.69147
1091,1642,640365.0,3347955.0,316.30865
1045,1582,638565.0,3349335.0,318.03818
278,1290,629805.0,3372345.0,324.54608
347,1328,630945.0,3370275.0,323.09344
354,1274,629325.0,3370065.0,324.8161
309,1240,628305.0,3371415.0,319.14563
320,1297,630015.0,3371085.0,326.0466
331,1248,628545.0,3370755.0,323.54462
366,1261,628935.0,3369705.0,323.45233
320,1309,630375.0,3371085.0,326.19357
319,1293,629895.0,3371115.0,325.92355
260,1264,629025.0,3372885.0,324.86395
275,1323,630795.0,3372435.0,323.45233
293,1343,631395.0,3371895.0,323.86932
367,1315,630555.0,3369675.0,322.01334
250,1313,630495.0,3373185.0,323.3908
301,1300,630105.0,3371655.0,325.01093
366,1260,628905.0,3369705.0,323.11737
317,1280,629505.0,3371175.0,323.36005
342,1285,629655.0,3370425.0,324.63153
333,1225,627855.0,3370695.0,323.0285
334,1284,629625.0,3370665.0,321.67496
358,1250,628605.0,3369945.0,323.20966
346,1346,631485.0,3370305.0,324.98358
306,1316,630585.0,3371505.0,324.40594
300,1360,631905.0,3371685.0,324.02655
309,1368,632145.0,3371415.0,325.2502
122,1707,642315.0,3377025.0,322.18423
103,1746,643485.0,3377595.0,326.33713
46,1718,642645.0,3379305.0,325.01093
54,1737,643215.0,3379065.0,324.48798
55,1741,643335.0,3379035.0,325.2502
56,1739,643275.0,3379005.0,324.53583
47,1734,643125.0,3379275.0,325.9714
76,1753,643695.0,3378405.0,327.83765
59,1736,643185.0,3378915.0,324.92548
61,1740,643305.0,3378855.0,324.8708
106,1740,643305.0,3377505.0,327.85132
20,1690,641805.0,3380085.0,321.1315
54,1739,643275.0,3379065.0,324.87762
45,1676,641385.0,3379335.0,325.83127
74,1735,643155.0,3378465.0,325.68088
684,1043,622395.0,3360165.0,324.93915
639,987,620715.0,3361515.0,325.01093
660,1075,623355.0,3360885.0,323.2541
690,1035,622155.0,3359985.0,326.31662
668,1102,624165.0,3360645.0,325.50314
659,1001,621135.0,3360915.0,323.1242
704,1046,622485.0,3359565.0,322.54996
656,1032,622065.0,3361005.0,324.55975
692,1021,621735.0,3359925.0,324.9084
689,1081,623535.0,3360015.0,323.32928
738,1047,622515.0,3358545.0,323.09686
672,1038,622245.0,3360525.0,324.88788
652,1042,622365.0,3361125.0,325.16476
668,982,620565.0,3360645.0,321.42545
627,1019,621675.0,3361875.0,325.21262
674,1035,622155.0,3360465.0,324.51874
648,1049,622575.0,3361245.0,325.54074
1014,1188,626745.0,3350265.0,317.6041
1072,1142,625365.0,3348525.0,321.40494
1073,1114,624525.0,3348495.0,319.5387
1033,1100,624105.0,3349695.0,326.22775
1029,1160,625905.0,3349815.0,323.40448
1090,1149,625575.0,3347985.0,322.25943
1087,1163,625995.0,3348075.0,320.5094
1048,1139,625275.0,3349245.0,322.35855
1027,1114,624525.0,3349875.0,319.37805
1092,1200,627105.0,3347925.0,325.00067
1057,1128,624945.0,3348975.0,320.08557
1049,1146,625485.0,3349215.0,324.04364
1052,1146,625485.0,3349125.0,323.38055
1091,1208,627345.0,3347955.0,322.03726
1023,1107,624315.0,3349995.0,320.3009
422,1478,635445.0,3368025.0,322.632
424,1454,634725.0,3367965.0,318.00058
425,1487,635715.0,3367935.0,322.67642
416,1472,635265.0,3368205.0,324.0163
419,1476,635385.0,3368115.0,322.87125
441,1456,634785.0,3367455.0,324.41278
469,1494,635925.0,3366615.0,320.6256
412,1499,636075.0,3368325.0,320.77942
1248,1422,633765.0,3343245.0,315.39606
1284,1446,634485.0,3342165.0,323.5993
1281,1393,632895.0,3342255.0,314.6304
1240,1403,633195.0,3343485.0,322.94644
1231,1347,631515.0,3343755.0,325.40402
1220,1415,633555.0,3344085.0,320.20178
1246,1420,633705.0,3343305.0,319.3302
1245,1337,631215.0,3343335.0,325.8928
1226,1409,633375.0,3343905.0,323.1584
14,1412,633465.0,3380265.0,323.4455
55,1420,633705.0,3379035.0,319.50793
23,1459,634875.0,3379995.0,326.5969
11,1489,635775.0,3380355.0,318.4415
30,1466,635085.0,3379785.0,320.85803
59,1466,635085.0,3378915.0,321.44254
30,1407,633315.0,3379785.0,321.7399
9,1388,632745.0,3380415.0,326.3303
26,1452,634665.0,3379905.0,326.3303
26,1439,634275.0,3379905.0,322.2936
18,1468,635145.0,3380145.0,324.55292
39,1481,635535.0,3379515.0,321.99625
26,1440,634305.0,3379905.0,322.9191
23,1502,636165.0,3379995.0,318.0245
16,1447,634515.0,3380205.0,324.7614
14,1463,634995.0,3380265.0,325.43478
26,1448,634545.0,3379905.0,325.9509
6,1464,635025.0,3380505.0,325.0075
21,1465,635055.0,3380055.0,322.20132
33,1506,636285.0,3379695.0,321.12808
1325,1287,629715.0,3340935.0,326.92502
1259,1261,628935.0,3342915.0,326.24142
1254,1288,629745.0,3343065.0,322.90884
1289,1275,629355.0,3342015.0,324.4367
1220,1261,628935.0,3344085.0,323.8864
1223,1282,629565.0,3343995.0,320.97766
1250,1276,629385.0,3343185.0,325.84836
1276,1228,627945.0,3342405.0,324.16327
1296,1303,630195.0,3341805.0,325.46213
1243,1254,628725.0,3343395.0,323.61298
1273,1193,626895.0,3342495.0,323.62323
1219,1246,628485.0,3344115.0,321.92447
1283,1233,628095.0,3342195.0,322.96695
1240,1307,630315.0,3343485.0,310.14938
1216,1281,629535.0,3344205.0,318.18857
1267,1275,629355.0,3342675.0,326.1389
1267,1279,629475.0,3342675.0,325.99533
1282,1320,630705.0,3342225.0,323.91718
1257,1280,629505.0,3342975.0,324.86737
1283,1287,629715.0,3342195.0,326.4294
1265,1206,627285.0,3342735.0,323.98553
1299,1214,627525.0,3341715.0,325.47238
1255,1291,629835.0,3343035.0,319.8429
1253,1292,629865.0,3343095.0,317.52548
1210,1267,629115.0,3344385.0,313.6768
1264,1264,629025.0,3342765.0,326.5012
1270,1262,628965.0,3342585.0,326.85666
1262,1263,628995.0,3342825.0,326.47385
1399,1761,643935.0,3338715.0,320.31116
1455,1702,642165.0,3337035.0,317.95615
1439,1773,644295.0,3337515.0,322.3517
1389,1768,644145.0,3339015.0,318.57138
541,1650,640605.0,3364455.0,318.88583
552,1630,640005.0,3364125.0,318.94736
634,1651,640635.0,3361665.0,327.489
587,1634,640125.0,3363075.0,317.7203
581,1627,639915.0,3363255.0,324.81952
624,1650,640605.0,3361965.0,322.89517
576,1574,638325.0,3363405.0,321.29556
638,1605,639255.0,3361545.0,317.65195
543,1617,639615.0,3364395.0,317.816
605,1638,640245.0,3362535.0,312.5625
625,1641,640335.0,3361935.0,324.50507
566,1635,640155.0,3363705.0,317.59042
562,1666,641085.0,3363825.0,321.7946
538,1646,640485.0,3364545.0,318.233
650,1617,639615.0,3361185.0,311.86523
567,1654,640725.0,3363675.0,319.49768
523,1630,640005.0,3364995.0,315.65924
564,1594,638925.0,3363765.0,320.20862
605,1594,638925.0,3362535.0,321.72623
597,1622,639765.0,3362775.0,322.5363
581,1625,639855.0,3363255.0,324.28632
247,1654,640725.0,3373275.0,319.713
249,1722,642765.0,3373215.0,323.93427
251,1718,642645.0,3373155.0,323.1618
236,1690,641805.0,3373605.0,320.50256
238,1710,642405.0,3373545.0,320.55383
220,1707,642315.0,3374085.0,321.71597
230,1682,641565.0,3373785.0,320.0719
254,1709,642375.0,3373065.0,321.26822
205,1731,643035.0,3374535.0,317.25204
252,1716,642585.0,3373125.0,322.24918
231,1209,627375.0,3373755.0,324.3034
222,1252,628665.0,3374025.0,324.77167
245,1185,626655.0,3373335.0,327.92993
200,1223,627795.0,3374685.0,326.72678
211,1253,628695.0,3374355.0,323.34637
295,1223,627795.0,3371835.0,319.2926
216,1208,627345.0,3374205.0,322.5226
206,1179,626475.0,3374505.0,324.48798
264,1227,627915.0,3372765.0,321.54507
192,1256,628785.0,3374925.0,321.52457
182,1262,628965.0,3375225.0,322.40298
231,1265,629055.0,3373755.0,324.38202
230,1219,627675.0,3373785.0,323.38055
233,1200,627105.0,3373695.0,325.16135
232,1206,627285.0,3373725.0,324.30682
235,1246,628485.0,3373635.0,327.87866
258,698,612045.0,3372945.0,323.70526
238,751,613635.0,3373545.0,320.33167
264,782,614565.0,3372765.0,322.03043
196,734,613125.0,3374805.0,321.14175
267,744,613425.0,3372675.0,324.4914
1040,1207,627315.0,3349485.0,315.73785
1093,1208,627345.0,3347895.0,322.13297
1103,1182,626565.0,3347595.0,323.0866
1084,1165,626055.0,3348165.0,321.43912
1111,1220,627705.0,3347355.0,317.0128
1111,1187,626715.0,3347355.0,323.3874
1121,1247,628515.0,3347055.0,325.82443
1099,1173,626295.0,3347715.0,323.88983
1157,1224,627825.0,3345975.0,323.51044
1106,1210,627405.0,3347505.0,322.59097
1092,1207,627315.0,3347925.0,322.22183
1102,1178,626445.0,3347625.0,326.71994
1119,1220,627705.0,3347115.0,318.39023
1042,1140,625305.0,3349425.0,324.6452
1130,1117,624615.0,3346785.0,318.03476
1101,1178,626445.0,3347655.0,326.54904
1117,1112,624465.0,3347175.0,315.8985
380,1026,621885.0,3369285.0,322.28336
351,1081,623535.0,3370155.0,322.9191
361,1090,623805.0,3369855.0,322.7106
339,1080,623505.0,3370515.0,320.90588
400,1045,622455.0,3368685.0,319.73694
376,1126,624885.0,3369405.0,322.79947
374,1094,623925.0,3369465.0,323.55487
370,1139,625275.0,3369585.0,322.4816
298,1123,624795.0,3371745.0,326.5764
379,1071,623235.0,3369315.0,327.65308
411,1062,622965.0,3368355.0,320.4547
893,1516,636585.0,3353895.0,314.6509
903,1631,640035.0,3353595.0,317.34433
832,1609,639375.0,3355725.0,316.83502
871,1521,636735.0,3354555.0,314.15872
858,1576,638385.0,3354945.0,318.95422
830,1553,637695.0,3355785.0,312.62744
852,1558,637845.0,3355125.0,313.1299
847,1603,639195.0,3355275.0,324.09833
846,1531,637035.0,3355305.0,315.37897
877,1574,638325.0,3354375.0,317.34775
856,1561,637935.0,3355005.0,310.9663
900,1596,638985.0,3353685.0,315.98737
1610,1554,637725.0,3332385.0,319.58655
1622,1437,634215.0,3332025.0,322.07828
1640,1492,635865.0,3331485.0,323.75995
1596,1431,634035.0,3332805.0,322.7653
1602,1551,637635.0,3332625.0,322.87808
1644,675,611355.0,3331365.0,325.2468
1627,662,610965.0,3331875.0,315.99078
1618,640,610305.0,3332145.0,316.4864
1488,1293,629895.0,3336045.0,322.62857
1502,1298,630045.0,3335625.0,324.46063
1455,1302,630165.0,3337035.0,326.08762
1498,1300,630105.0,3335745.0,325.48264
1484,1263,628995.0,3336165.0,319.98303
1512,1241,628335.0,3335325.0,323.8454
1502,1369,632175.0,3335625.0,326.44308
1496,1312,630465.0,3335805.0,322.96695
1464,1332,631065.0,3336765.0,326.09445
1468,1348,631545.0,3336645.0,326.82248
1447,1272,629265.0,3337275.0,324.06415
1533,1294,629925.0,3334695.0,325.3254
1497,1290,629805.0,3335775.0,324.68622
1498,1301,630135.0,3335745.0,325.4929
1495,1303,630195.0,3335835.0,324.33075
1525,1344,631425.0,3334935.0,323.52753
1458,1335,631155.0,3336945.0,325.8347
1470,1295,629955.0,3336585.0,324.153
1441,1313,630495.0,3337455.0,320.58118
1550,1258,628845.0,3334185.0,321.44937
1510,1253,628695.0,3335385.0,321.4357
484,1257,628815.0,3366165.0,325.32883
475,1318,630645.0,3366435.0,327.72144
397,1296,629985.0,3368775.0,322.30728
462,1289,629775.0,3366825.0,322.07486
477,1301,630135.0,3366375.0,323.41815
459,1272,629265.0,3366915.0,321.90396
459,1291,629835.0,3366915.0,323.00797
485,1247,628515.0,3366135.0,324.54266
463,1278,629445.0,3366795.0,323.466
1261,778,614445.0,3342855.0,322.35513
1256,775,614355.0,3343005.0,322.52603
1295,787,614715.0,3341835.0,324.2077
1238,748,613545.0,3343545.0,318.07578
1264,720,612705.0,3342765.0,313.13333
1273,695,611955.0,3342495.0,319.86682
1289,783,614595.0,3342015.0,323.60272
1276,776,614385.0,3342405.0,321.2238
1132,1105,624255.0,3346725.0,316.57526
1226,1113,624495.0,3343905.0,322.98062
1212,1114,624525.0,3344325.0,319.9933
1202,1183,626595.0,3344625.0,318.26376
1178,1162,625965.0,3345345.0,318.9508
1179,1151,625635.0,3345315.0,322.66617
1132,1194,626925.0,3346725.0,322.45767
1169,1167,626115.0,3345615.0,322.71744
815,934,619125.0,3356235.0,321.381
842,984,620625.0,3355425.0,317.8878
818,976,620385.0,3356145.0,315.65582
733,960,619905.0,3358695.0,323.30878
771,1000,621105.0,3357555.0,322.50894
825,1056,622785.0,3355935.0,325.01093
1676,452,604665.0,3330405.0,323.20282
1631,480,605505.0,3331755.0,325.08957
1581,440,604305.0,3333255.0,322.16373
1650,437,604215.0,3331185.0,321.17252
1571,462,604965.0,3333555.0,314.14163
1652,513,606495.0,3331125.0,323.96503
1640,457,604815.0,3331485.0,323.4626
1653,459,604875.0,3331095.0,321.0153
1660,473,605295.0,3330885.0,325.3801
1605,436,604185.0,3332535.0,320.61536
1632,447,604515.0,3331725.0,318.2706
1659,455,604755.0,3330915.0,321.04947
1632,480,605505.0,3331725.0,325.48605
1624,492,605865.0,3331965.0,319.713
1654,448,604545.0,3331065.0,319.94202
1658,464,605025.0,3330945.0,322.73795
1652,454,604725.0,3331125.0,319.5558
1592,484,605625.0,3332925.0,316.5821
1595,514,606525.0,3332835.0,322.91226
1629,456,604785.0,3331815.0,325.79367
608,1708,642345.0,3362445.0,319.03625
573,1662,640965.0,3363495.0,319.3097
629,1717,642615.0,3361815.0,319.49768
617,1683,641595.0,3362175.0,323.16864
646,1670,641205.0,3361305.0,325.9133
593,1685,641655.0,3362895.0,319.35413
641,1699,642075.0,3361455.0,325.28098
627,1736,643185.0,3361875.0,319.7882
585,1688,641745.0,3363135.0,323.01138
593,1748,643545.0,3362895.0,319.3849
642,1737,643215.0,3361425.0,318.57822
632,1680,641505.0,3361725.0,322.75845
623,1709,642375.0,3361995.0,318.69443
560,1706,642285.0,3363885.0,318.0245
608,1709,642375.0,3362445.0,319.64807
1378,1116,624585.0,3339345.0,319.1798
1394,1074,623325.0,3338865.0,322.6525
1389,1075,623355.0,3339015.0,319.76428
1410,1210,627405.0,3338385.0,326.28244
1419,1093,623895.0,3338115.0,318.3253
1368,1183,626595.0,3339645.0,323.20624
1403,1169,626175.0,3338595.0,319.73694
1413,1203,627195.0,3338295.0,318.97815
1381,1198,627045.0,3339255.0,327.70776
1424,1108,624345.0,3337965.0,315.47125
1387,1183,626595.0,3339075.0,315.71735
1412,1184,626625.0,3338325.0,320.06165
1347,1180,626505.0,3340275.0,320.5265
1353,1157,625815.0,3340095.0,326.16623
1342,1155,625755.0,3340425.0,324.51532
1442,1176,626385.0,3337425.0,323.9787
261,1011,621435.0,3372855.0,316.753
249,977,620415.0,3373215.0,322.77554
227,1032,622065.0,3373875.0,323.41473
229,1029,621975.0,3373815.0,322.47476
197,1060,622905.0,3374775.0,323.30878
220,978,620445.0,3374085.0,322.19107
189,1078,623445.0,3375015.0,318.60214
197,997,621015.0,3374775.0,324.84344
197,1050,622605.0,3374775.0,323.8283
158,1079,623475.0,3375945.0,321.1862
258,994,620925.0,3372945.0,318.31503
189,1054,622725.0,3375015.0,324.3239
217,1040,622305.0,3374175.0,324.24872
221,1041,622335.0,3374055.0,324.12225
198,1057,622815.0,3374745.0,323.39764
1316,1022,621765.0,3341205.0,323.09686
1320,1038,622245.0,3341085.0,322.9738
1275,999,621075.0,3342435.0,320.88196
1369,969,620175.0,3339615.0,320.23254
1331,1022,621765.0,3340755.0,326.83615
1369,973,620295.0,3339615.0,321.61685
1333,1041,622335.0,3340695.0,317.59726
1338,1024,621825.0,3340545.0,326.65842
1298,1009,621375.0,3341745.0,323.32587
1336,1024,621825.0,3340605.0,326.07053
1293,998,621045.0,3341895.0,325.14084
1337,1026,621885.0,3340575.0,324.2077
1289,973,620295.0,3342015.0,325.52707
1326,1012,621465.0,3340905.0,327.04123
1368,977,620415.0,3339645.0,319.58313
1311,1051,622635.0,3341355.0,315.96002
1289,971,620235.0,3342015.0,326.87033
1310,1005,621255.0,3341385.0,324.80585
1372,1069,623175.0,3339525.0,322.0851
1321,1049,622575.0,3341055.0,317.11874
1346,1020,621705.0,3340305.0,318.985
1367,958,619845.0,3339675.0,322.16714
1320,997,621015.0,3341085.0,326.09445
1338,1061,622935.0,3340545.0,312.30957
1353,1020,621705.0,3340095.0,314.12796
1387,992,620865.0,3339075.0,319.2379
1325,1005,621255.0,3340935.0,327.0378
1303,1045,622455.0,3341595.0,320.16418
1314,1008,621345.0,3341265.0,324.3957
124,1532,637065.0,3376965.0,318.21933
172,1494,635925.0,3375525.0,319.13196
98,1483,635595.0,3377745.0,315.1363
153,1536,637185.0,3376095.0,324.82977
149,1503,636195.0,3376215.0,320.36926
113,1568,638145.0,3377295.0,323.7497
118,1467,635115.0,3377145.0,322.64566
182,1559,637875.0,3375225.0,320.97083
91,1520,636705.0,3377955.0,314.88678
120,1542,637365.0,3377085.0,325.78342
209,1550,637605.0,3374415.0,324.64178
206,1520,636705.0,3374505.0,323.44208
165,1535,637155.0,3375735.0,325.35275
155,1455,634755.0,3376035.0,323.64716
159,1525,636855.0,3375915.0,318.40048
150,1516,636585.0,3376185.0,323.78046
206,1547,637515.0,3374505.0,321.5485
163,725,612855.0,3375795.0,323.3532
127,714,612525.0,3376875.0,322.9772
106,733,613095.0,3377505.0,323.73602
148,666,611085.0,3376245.0,318.8961
