row,col,x,y,land surface temperature
1284,1281,629535.0,3342165.0,327.369384765625
1279,1304,630225.0,3342315.0,318.9918212890625
1391,1415,633555.0,3338955.0,326.9181823730469
1392,1377,632415.0,3338925.0,329.1262512207031
1473,1392,632865.0,3336495.0,324.09832763671875
1457,1545,637455.0,3336975.0,322.5636291503906
1497,1514,636525.0,3335775.0,322.4371643066406
1382,1569,638175.0,3339225.0,325.4416198730469
336,1433,634095.0,3370605.0,325.0861511230469
339,1469,635175.0,3370515.0,323.33953857421875
307,1493,635895.0,3371475.0,321.5929260253906
827,1249,628575.0,3355875.0,320.1710205078125
825,1305,630255.0,3355935.0,317.9253845214844
600,1046,622485.0,3362685.0,324.41278076171875
586,1041,622335.0,3363105.0,324.13934326171875
583,1061,622935.0,3363195.0,324.02313232421875
1144,471,605235.0,3346365.0,319.4053955078125
1197,425,603855.0,3344775.0,315.26959228515625
1123,488,605745.0,3346995.0,320.7725830078125
878,1064,623025.0,3354345.0,322.3038635253906
837,1080,623505.0,3355575.0,323.23358154296875
792,1111,624435.0,3356925.0,327.0890808105469
1625,534,607125.0,3331935.0,320.0274658203125
1651,524,606825.0,3331155.0,324.19403076171875
1545,1153,625695.0,3334335.0,321.7091369628906
1532,1109,624375.0,3334725.0,320.5982666015625
1435,1132,625065.0,3337635.0,320.4615478515625
1082,1050,622605.0,3348225.0,324.59051513671875
1068,1133,625095.0,3348645.0,324.25213623046875
1007,1109,624375.0,3350475.0,322.4200744628906
1500,1620,639705.0,3335685.0,322.0167541503906
1511,1610,639405.0,3335355.0,316.9888610839844
1455,1576,638385.0,3337035.0,316.04888916015625
1465,863,616995.0,3336735.0,319.8907470703125
1483,965,620055.0,3336195.0,323.43524169921875
1468,897,618015.0,3336645.0,322.2047424316406
638,1640,640305.0,3361545.0,323.0011291503906
644,1603,639195.0,3361365.0,317.6416931152344
637,1639,640275.0,3361575.0,323.0148010253906
1658,1058,622845.0,3330945.0,321.0768127441406
1659,1084,623625.0,3330915.0,326.3952331542969
1661,1042,622365.0,3330855.0,327.277099609375
480,1284,629625.0,3366285.0,324.76824951171875
